game_id,play_id,nfl_id,frame_id,x,y
2023090700,361,38696,8,32.93,49.88
2023090700,361,38696,9,32.53,50.11
2023090700,361,38696,10,32.09,50.31
2023090700,361,38696,11,31.6,50.48
2023090700,361,38696,12,31.07,50.64
2023090700,361,38696,13,30.5,50.76
2023090700,361,38696,14,29.91,50.84
2023090700,361,38696,15,29.33,50.9
2023090700,361,38696,16,28.74,50.94
2023090700,436,46137,1,36.22,39.21
2023090700,436,46137,2,36.3,39.12
2023090700,436,46137,3,36.38,38.94
2023090700,436,46137,4,36.48,38.69
2023090700,436,46137,5,36.59,38.38
2023090700,436,46137,6,36.71,38.01
2023090700,436,46137,7,36.85,37.59
2023090700,436,53487,1,31.43,29.37
2023090700,436,53487,2,31.25,29.66
2023090700,436,53487,3,31.1,29.97
2023090700,436,53487,4,30.98,30.29
2023090700,436,53487,5,30.92,30.61
2023090700,436,53487,6,30.89,30.92
2023090700,436,53487,7,30.91,31.23
2023090700,436,53541,1,33.98,37.6
2023090700,436,53541,2,34.27,37.34
2023090700,436,53541,3,34.54,37.02
2023090700,436,53541,4,34.81,36.65
2023090700,436,53541,5,35.07,36.24
2023090700,436,53541,6,35.32,35.81
2023090700,436,53541,7,35.58,35.35
2023090700,461,54527,1,62.34,27.85
2023090700,461,54527,2,62.55,27.35
2023090700,461,54527,3,62.75,26.83
2023090700,461,54527,4,62.94,26.3
2023090700,461,54527,5,63.12,25.77
2023090700,461,54527,6,63.27,25.24
2023090700,461,54527,7,63.41,24.72
2023090700,461,54527,8,63.52,24.21
2023090700,461,54527,9,63.62,23.72
2023090700,461,54527,10,63.7,23.25
2023090700,461,46137,1,58.91,16.92
2023090700,461,46137,2,59.25,16.84
2023090700,461,46137,3,59.56,16.81
2023090700,461,46137,4,59.83,16.83
2023090700,461,46137,5,60.03,16.92
2023090700,461,46137,6,60.17,17.07
2023090700,461,46137,7,60.26,17.29
2023090700,461,46137,8,60.28,17.56
2023090700,461,46137,9,60.25,17.88
2023090700,461,46137,10,60.18,18.24
2023090700,461,52546,1,50.06,10.5
2023090700,461,52546,2,50.2,10.45
2023090700,461,52546,3,50.33,10.44
2023090700,461,52546,4,50.47,10.49
2023090700,461,52546,5,50.6,10.6
2023090700,461,52546,6,50.75,10.75
2023090700,461,52546,7,50.91,10.97
2023090700,461,52546,8,51.09,11.22
2023090700,461,52546,9,51.29,11.52
2023090700,461,52546,10,51.5,11.85
2023090700,461,53487,1,48.18,27.62
2023090700,461,53487,2,48.53,27.31
2023090700,461,53487,3,48.91,26.98
2023090700,461,53487,4,49.34,26.62
2023090700,461,53487,5,49.79,26.25
2023090700,461,53487,6,50.26,25.88
2023090700,461,53487,7,50.76,25.5
2023090700,461,53487,8,51.3,25.14
2023090700,461,53487,9,51.85,24.79
2023090700,461,53487,10,52.43,24.46
2023090700,461,52471,1,45.9,20.86
2023090700,461,52471,2,45.83,20.46
2023090700,461,52471,3,45.79,20.07
2023090700,461,52471,4,45.78,19.7
2023090700,461,52471,5,45.8,19.34
2023090700,461,52471,6,45.86,19.02
2023090700,461,52471,7,45.97,18.72
2023090700,461,52471,8,46.12,18.46
2023090700,461,52471,9,46.33,18.24
2023090700,461,52471,10,46.59,18.05
2023090700,461,44930,1,52.42,14.12
2023090700,461,44930,2,52.99,14.34
2023090700,461,44930,3,53.53,14.62
2023090700,461,44930,4,54.04,14.97
2023090700,461,44930,5,54.5,15.39
2023090700,461,44930,6,54.95,15.86
2023090700,461,44930,7,55.38,16.38
2023090700,461,44930,8,55.79,16.94
2023090700,461,44930,9,56.19,17.53
2023090700,461,44930,10,56.57,18.17
2023090700,530,52546,1,91.5,8.01
2023090700,530,52546,2,91.7,7.94
2023090700,530,52546,3,91.86,7.92
2023090700,530,52546,4,91.98,7.93
2023090700,530,52546,5,92.04,7.99
2023090700,530,52546,6,92.08,8.1
2023090700,530,52546,7,92.08,8.23
2023090700,530,52546,8,92.05,8.41
2023090700,530,54568,1,91.03,19.83
2023090700,530,54568,2,91.04,19.42
2023090700,530,54568,3,91.02,18.99
2023090700,530,54568,4,90.99,18.51
2023090700,530,54568,5,90.94,17.98
2023090700,530,54568,6,90.88,17.42
2023090700,530,54568,7,90.81,16.83
2023090700,530,54568,8,90.74,16.21
2023090700,530,53541,1,89.46,16.88
2023090700,530,53541,2,89.63,16.5
2023090700,530,53541,3,89.76,16.11
2023090700,530,53541,4,89.86,15.7
2023090700,530,53541,5,89.94,15.28
2023090700,530,53541,6,89.99,14.86
2023090700,530,53541,7,90.04,14.43
2023090700,530,53541,8,90.1,14.0
2023090700,621,54527,1,104.12,24.5
2023090700,621,54527,2,104.05,23.82
2023090700,621,54527,3,104.0,23.11
2023090700,621,54527,4,103.97,22.39
2023090700,621,54527,5,103.97,21.65
2023090700,621,54527,6,104.0,20.9
2023090700,621,54527,7,104.06,20.14
2023090700,621,52546,1,105.06,23.86
2023090700,621,52546,2,105.3,24.55
2023090700,621,52546,3,105.52,25.24
2023090700,621,52546,4,105.73,25.95
2023090700,621,52546,5,105.94,26.65
2023090700,621,52546,6,106.12,27.36
2023090700,621,52546,7,106.29,28.05
2023090700,621,47882,1,108.3,19.94
2023090700,621,47882,2,108.16,19.67
2023090700,621,47882,3,107.99,19.36
2023090700,621,47882,4,107.82,19.02
2023090700,621,47882,5,107.62,18.65
2023090700,621,47882,6,107.42,18.24
2023090700,621,47882,7,107.21,17.79
2023090700,621,53541,1,103.05,23.59
2023090700,621,53541,2,103.15,22.75
2023090700,621,53541,3,103.26,21.9
2023090700,621,53541,4,103.38,21.06
2023090700,621,53541,5,103.5,20.2
2023090700,621,53541,6,103.65,19.34
2023090700,621,53541,7,103.81,18.48
2023090700,713,44888,1,78.29,12.65
2023090700,713,44888,2,78.25,12.12
2023090700,713,44888,3,78.24,11.57
2023090700,713,44888,4,78.24,10.98
2023090700,713,44888,5,78.25,10.38
2023090700,713,44888,6,78.28,9.75
2023090700,713,44888,7,78.31,9.12
2023090700,713,44888,8,78.38,8.48
2023090700,713,53953,1,71.89,10.35
2023090700,713,53953,2,71.45,10.23
2023090700,713,53953,3,71.03,10.08
2023090700,713,53953,4,70.64,9.9
2023090700,713,53953,5,70.28,9.67
2023090700,713,53953,6,69.95,9.4
2023090700,713,53953,7,69.67,9.1
2023090700,713,53953,8,69.44,8.75
2023090700,713,53591,1,79.13,11.8
2023090700,713,53591,2,78.93,11.35
2023090700,713,53591,3,78.78,10.81
2023090700,713,53591,4,78.65,10.32
2023090700,713,53591,5,78.57,9.79
2023090700,713,53591,6,78.5,9.27
2023090700,713,53591,7,78.46,8.75
2023090700,713,53591,8,78.53,8.01
2023090700,736,55910,1,72.23,35.95
2023090700,736,55910,2,71.7,36.51
2023090700,736,55910,3,71.15,37.07
2023090700,736,55910,4,70.6,37.63
2023090700,736,55910,5,70.04,38.18
2023090700,736,55910,6,69.47,38.72
2023090700,736,55910,7,68.88,39.24
2023090700,736,55910,8,68.3,39.75
2023090700,736,55910,9,67.72,40.23
2023090700,736,55910,10,67.14,40.7
2023090700,736,55910,11,66.58,41.14
2023090700,736,55910,12,66.03,41.56
2023090700,736,55910,13,65.51,41.96
2023090700,736,55910,14,65.02,42.32
2023090700,736,55910,15,64.58,42.66
2023090700,736,47888,1,63.52,25.58
2023090700,736,47888,2,63.1,26.05
2023090700,736,47888,3,62.68,26.55
2023090700,736,47888,4,62.26,27.08
2023090700,736,47888,5,61.86,27.64
2023090700,736,47888,6,61.47,28.23
2023090700,736,47888,7,61.09,28.85
2023090700,736,47888,8,60.74,29.49
2023090700,736,47888,9,60.43,30.16
2023090700,736,47888,10,60.13,30.86
2023090700,736,47888,11,59.87,31.58
2023090700,736,47888,12,59.65,32.32
2023090700,736,47888,13,59.46,33.08
2023090700,736,47888,14,59.31,33.86
2023090700,736,47888,15,59.2,34.65
2023090700,736,44906,1,76.66,39.82
2023090700,736,44906,2,76.84,40.29
2023090700,736,44906,3,77.01,40.77
2023090700,736,44906,4,77.15,41.27
2023090700,736,44906,5,77.26,41.78
2023090700,736,44906,6,77.34,42.3
2023090700,736,44906,7,77.39,42.82
2023090700,736,44906,8,77.41,43.32
2023090700,736,44906,9,77.39,43.82
2023090700,736,44906,10,77.33,44.31
2023090700,736,44906,11,77.22,44.78
2023090700,736,44906,12,77.06,45.24
2023090700,736,44906,13,76.87,45.67
2023090700,736,44906,14,76.64,46.07
2023090700,736,44906,15,76.37,46.45
2023090700,736,54562,1,72.61,29.87
2023090700,736,54562,2,72.07,30.23
2023090700,736,54562,3,71.54,30.63
2023090700,736,54562,4,71.01,31.07
2023090700,736,54562,5,70.49,31.55
2023090700,736,54562,6,70.0,32.06
2023090700,736,54562,7,69.52,32.61
2023090700,736,54562,8,69.08,33.2
2023090700,736,54562,9,68.66,33.83
2023090700,736,54562,10,68.28,34.49
2023090700,736,54562,11,67.93,35.18
2023090700,736,54562,12,67.6,35.91
2023090700,736,54562,13,67.31,36.67
2023090700,736,54562,14,67.03,37.45
2023090700,736,54562,15,66.76,38.26
2023090700,736,46213,1,72.78,33.96
2023090700,736,46213,2,72.24,34.52
2023090700,736,46213,3,71.73,35.1
2023090700,736,46213,4,71.24,35.69
2023090700,736,46213,5,70.78,36.27
2023090700,736,46213,6,70.35,36.86
2023090700,736,46213,7,69.94,37.44
2023090700,736,46213,8,69.55,38.01
2023090700,736,46213,9,69.18,38.56
2023090700,736,46213,10,68.81,39.1
2023090700,736,46213,11,68.45,39.61
2023090700,736,46213,12,68.08,40.1
2023090700,736,46213,13,67.71,40.56
2023090700,736,46213,14,67.35,41.01
2023090700,736,46213,15,66.97,41.43
2023091000,185,52424,1,53.37,33.15
2023091000,185,52424,2,53.28,32.83
2023091000,185,52424,3,53.24,32.45
2023091000,185,52424,4,53.23,32.03
2023091000,185,52424,5,53.26,31.55
2023091000,185,52424,6,53.32,31.03
2023091000,185,52424,7,53.41,30.46
2023091000,185,52424,8,53.52,29.86
2023091000,185,52424,9,53.64,29.23
2023091000,185,52272,1,59.58,33.76
2023091000,185,52272,2,59.51,33.89
2023091000,185,52272,3,59.43,34.06
2023091000,185,52272,4,59.35,34.26
2023091000,185,52272,5,59.25,34.48
2023091000,185,52272,6,59.14,34.72
2023091000,185,52272,7,59.01,34.95
2023091000,185,52272,8,58.85,35.19
2023091000,185,52272,9,58.64,35.41
2023091000,185,46123,1,51.29,25.2
2023091000,185,46123,2,51.24,25.06
2023091000,185,46123,3,51.23,24.96
2023091000,185,46123,4,51.27,24.91
2023091000,185,46123,5,51.37,24.9
2023091000,185,46123,6,51.53,24.94
2023091000,185,46123,7,51.75,25.02
2023091000,185,46123,8,52.03,25.1
2023091000,185,46123,9,52.36,25.19
2023091000,185,48027,1,60.1,22.36
2023091000,185,48027,2,59.87,22.4
2023091000,185,48027,3,59.63,22.48
2023091000,185,48027,4,59.37,22.61
2023091000,185,48027,5,59.1,22.77
2023091000,185,48027,6,58.8,22.97
2023091000,185,48027,7,58.49,23.19
2023091000,185,48027,8,58.16,23.42
2023091000,185,48027,9,57.82,23.65
2023091000,185,53488,1,56.9,30.97
2023091000,185,53488,2,56.55,30.67
2023091000,185,53488,3,56.24,30.35
2023091000,185,53488,4,55.96,30.0
2023091000,185,53488,5,55.72,29.62
2023091000,185,53488,6,55.51,29.21
2023091000,185,53488,7,55.32,28.77
2023091000,185,53488,8,55.14,28.31
2023091000,185,53488,9,54.99,27.84
2023091000,661,46123,1,86.1,26.14
2023091000,661,46123,2,86.25,26.42
2023091000,661,46123,3,86.44,26.72
2023091000,661,46123,4,86.66,27.02
2023091000,661,46123,5,86.92,27.34
2023091000,661,46123,6,87.21,27.7
2023091000,661,46123,7,87.53,28.09
2023091000,661,46123,8,87.87,28.52
2023091000,661,46123,9,88.22,28.97
2023091000,661,46123,10,88.57,29.45
2023091000,661,53469,1,86.11,38.5
2023091000,661,53469,2,85.71,38.55
2023091000,661,53469,3,85.33,38.56
2023091000,661,53469,4,84.97,38.5
2023091000,661,53469,5,84.63,38.38
2023091000,661,53469,6,84.31,38.21
2023091000,661,53469,7,84.02,37.99
2023091000,661,53469,8,83.77,37.73
2023091000,661,53469,9,83.55,37.43
2023091000,661,53469,10,83.37,37.09
2023091000,661,54523,1,93.59,35.32
2023091000,661,54523,2,93.35,35.16
2023091000,661,54523,3,93.11,34.95
2023091000,661,54523,4,92.86,34.67
2023091000,661,54523,5,92.61,34.34
2023091000,661,54523,6,92.33,33.95
2023091000,661,54523,7,92.04,33.51
2023091000,661,54523,8,91.73,33.03
2023091000,661,54523,9,91.42,32.53
2023091000,661,54523,10,91.13,32.0
2023091000,661,46094,1,91.48,35.19
2023091000,661,46094,2,91.09,34.92
2023091000,661,46094,3,90.71,34.59
2023091000,661,46094,4,90.35,34.21
2023091000,661,46094,5,90.01,33.79
2023091000,661,46094,6,89.7,33.33
2023091000,661,46094,7,89.41,32.83
2023091000,661,46094,8,89.14,32.31
2023091000,661,46094,9,88.89,31.77
2023091000,661,46094,10,88.67,31.19
2023091000,842,46123,1,42.99,22.82
2023091000,842,46123,2,42.96,22.12
2023091000,842,46123,3,42.98,21.4
2023091000,842,46123,4,43.05,20.68
2023091000,842,46123,5,43.17,19.95
2023091000,842,46123,6,43.34,19.22
2023091000,842,46123,7,43.57,18.5
2023091000,842,46123,8,43.84,17.8
2023091000,842,46123,9,44.16,17.12
2023091000,842,46123,10,44.52,16.46
2023091000,842,53469,1,49.96,25.2
2023091000,842,53469,2,50.03,24.4
2023091000,842,53469,3,50.1,23.58
2023091000,842,53469,4,50.15,22.74
2023091000,842,53469,5,50.2,21.88
2023091000,842,53469,6,50.25,21.01
2023091000,842,53469,7,50.28,20.11
2023091000,842,53469,8,50.32,19.21
2023091000,842,53469,9,50.34,18.3
2023091000,842,53469,10,50.36,17.39
2023091000,842,54523,1,43.58,13.16
2023091000,842,54523,2,43.93,12.44
2023091000,842,54523,3,44.26,11.73
2023091000,842,54523,4,44.57,11.04
2023091000,842,54523,5,44.88,10.36
2023091000,842,54523,6,45.18,9.71
2023091000,842,54523,7,45.49,9.09
2023091000,842,54523,8,45.81,8.48
2023091000,842,54523,9,46.14,7.9
2023091000,842,54523,10,46.48,7.36
2023091000,842,46094,1,48.25,23.29
2023091000,842,46094,2,48.52,22.5
2023091000,842,46094,3,48.81,21.71
2023091000,842,46094,4,49.09,20.92
2023091000,842,46094,5,49.37,20.14
2023091000,842,46094,6,49.65,19.37
2023091000,842,46094,7,49.93,18.6
2023091000,842,46094,8,50.2,17.85
2023091000,842,46094,9,50.47,17.12
2023091000,842,46094,10,50.73,16.4
2023091000,877,54523,1,39.8,39.52
2023091000,877,54523,2,39.48,40.06
2023091000,877,54523,3,39.19,40.64
2023091000,877,54523,4,38.94,41.24
2023091000,877,54523,5,38.72,41.87
2023091000,877,54523,6,38.54,42.54
2023091000,877,54523,7,38.42,43.23
2023091000,877,54523,8,38.35,43.95
2023091000,877,53555,1,32.41,48.35
2023091000,877,53555,2,32.75,48.64
2023091000,877,53555,3,33.11,48.9
2023091000,877,53555,4,33.49,49.15
2023091000,877,53555,5,33.89,49.38
2023091000,877,53555,6,34.3,49.6
2023091000,877,53555,7,34.74,49.82
2023091000,877,53555,8,35.19,50.02
2023091000,927,52472,1,89.84,17.08
2023091000,927,52472,2,89.72,16.49
2023091000,927,52472,3,89.6,15.91
2023091000,927,52472,4,89.49,15.34
2023091000,927,52472,5,89.37,14.78
2023091000,927,52472,6,89.24,14.25
2023091000,927,52472,7,89.12,13.74
2023091000,927,42368,1,89.83,28.68
2023091000,927,42368,2,89.79,28.28
2023091000,927,42368,3,89.75,27.83
2023091000,927,42368,4,89.72,27.35
2023091000,927,42368,5,89.69,26.82
2023091000,927,42368,6,89.66,26.27
2023091000,927,42368,7,89.63,25.68
2023091000,927,54473,1,90.97,20.5
2023091000,927,54473,2,90.7,20.51
2023091000,927,54473,3,90.46,20.49
2023091000,927,54473,4,90.24,20.44
2023091000,927,54473,5,90.07,20.34
2023091000,927,54473,6,89.9,20.15
2023091000,927,54473,7,89.78,19.95
2023091000,1046,46527,1,87.84,33.78
2023091000,1046,46527,2,87.72,34.0
2023091000,1046,46527,3,87.6,34.26
2023091000,1046,46527,4,87.51,34.54
2023091000,1046,46527,5,87.43,34.87
2023091000,1046,46527,6,87.35,35.25
2023091000,1046,46527,7,87.28,35.66
2023091000,1046,46527,8,87.21,36.11
2023091000,1046,53437,1,82.95,43.35
2023091000,1046,53437,2,82.73,43.13
2023091000,1046,53437,3,82.56,42.9
2023091000,1046,53437,4,82.46,42.67
2023091000,1046,53437,5,82.39,42.44
2023091000,1046,53437,6,82.36,42.21
2023091000,1046,53437,7,82.39,42.0
2023091000,1046,53437,8,82.46,41.79
2023091000,1046,43350,1,80.44,35.82
2023091000,1046,43350,2,80.2,35.75
2023091000,1046,43350,3,80.01,35.71
2023091000,1046,43350,4,79.89,35.67
2023091000,1046,43350,5,79.83,35.64
2023091000,1046,43350,6,79.83,35.62
2023091000,1046,43350,7,79.9,35.63
2023091000,1046,43350,8,80.03,35.65
2023091000,1046,44931,1,89.72,42.09
2023091000,1046,44931,2,89.34,41.8
2023091000,1046,44931,3,88.99,41.48
2023091000,1046,44931,4,88.67,41.15
2023091000,1046,44931,5,88.37,40.8
2023091000,1046,44931,6,88.09,40.44
2023091000,1046,44931,7,87.82,40.06
2023091000,1046,44931,8,87.56,39.69
2023091000,1193,52272,1,48.38,19.49
2023091000,1193,52272,2,48.48,19.44
2023091000,1193,52272,3,48.57,19.37
2023091000,1193,52272,4,48.65,19.29
2023091000,1193,52272,5,48.74,19.19
2023091000,1193,52272,6,48.84,19.08
2023091000,1193,52272,7,48.97,18.97
2023091000,1193,52272,8,49.1,18.85
2023091000,1193,52272,9,49.26,18.75
2023091000,1193,46123,1,49.89,22.4
2023091000,1193,46123,2,49.9,22.57
2023091000,1193,46123,3,49.94,22.75
2023091000,1193,46123,4,50.03,22.96
2023091000,1193,46123,5,50.16,23.18
2023091000,1193,46123,6,50.35,23.42
2023091000,1193,46123,7,50.59,23.66
2023091000,1193,46123,8,50.87,23.91
2023091000,1193,46123,9,51.18,24.12
2023091000,1193,48027,1,46.46,31.79
2023091000,1193,48027,2,46.58,32.42
2023091000,1193,48027,3,46.74,33.05
2023091000,1193,48027,4,46.93,33.67
2023091000,1193,48027,5,47.14,34.28
2023091000,1193,48027,6,47.39,34.88
2023091000,1193,48027,7,47.65,35.46
2023091000,1193,48027,8,47.92,36.02
2023091000,1193,48027,9,48.21,36.55
2023091000,1193,46215,1,53.64,34.83
2023091000,1193,46215,2,53.65,34.18
2023091000,1193,46215,3,53.66,33.5
2023091000,1193,46215,4,53.67,32.79
2023091000,1193,46215,5,53.68,32.05
2023091000,1193,46215,6,53.67,31.28
2023091000,1193,46215,7,53.66,30.5
2023091000,1193,46215,8,53.64,29.72
2023091000,1193,46215,9,53.63,28.93
2023091000,1193,46094,1,53.04,32.91
2023091000,1193,46094,2,53.08,32.25
2023091000,1193,46094,3,53.12,31.6
2023091000,1193,46094,4,53.15,30.94
2023091000,1193,46094,5,53.17,30.29
2023091000,1193,46094,6,53.18,29.65
2023091000,1193,46094,7,53.19,29.01
2023091000,1193,46094,8,53.19,28.38
2023091000,1193,46094,9,53.2,27.77
2023091000,1240,53488,1,60.79,34.02
2023091000,1240,53488,2,60.87,33.28
2023091000,1240,53488,3,60.96,32.54
2023091000,1240,53488,4,61.04,31.8
2023091000,1240,53488,5,61.11,31.06
2023091000,1240,53488,6,61.19,30.32
2023091000,1240,53488,7,61.27,29.6
2023091000,1240,53488,8,61.36,28.89
2023091000,1300,52272,1,70.35,36.72
2023091000,1300,52272,2,70.53,36.4
2023091000,1300,52272,3,70.67,36.01
2023091000,1300,52272,4,70.76,35.58
2023091000,1300,52272,5,70.81,35.09
2023091000,1300,52272,6,70.81,34.56
2023091000,1300,52272,7,70.75,33.98
2023091000,1300,52272,8,70.65,33.37
2023091000,1300,40488,1,68.92,35.58
2023091000,1300,40488,2,69.09,35.18
2023091000,1300,40488,3,69.22,34.74
2023091000,1300,40488,4,69.3,34.26
2023091000,1300,40488,5,69.35,33.76
2023091000,1300,40488,6,69.36,33.24
2023091000,1300,40488,7,69.34,32.72
2023091000,1300,40488,8,69.29,32.21
2023091000,1325,53469,1,76.43,36.27
2023091000,1325,53469,2,76.11,36.74
2023091000,1325,53469,3,75.79,37.24
2023091000,1325,53469,4,75.47,37.78
2023091000,1325,53469,5,75.16,38.35
2023091000,1325,53469,6,74.89,38.95
2023091000,1325,53469,7,74.65,39.57
2023091000,1325,53469,8,74.46,40.23
2023091000,1325,53469,9,74.3,40.9
2023091000,1325,53469,10,74.18,41.59
2023091000,1325,53469,11,74.13,42.29
2023091000,1325,53469,12,74.15,42.98
2023091000,1325,53469,13,74.23,43.67
2023091000,1325,53469,14,74.36,44.35
2023091000,1325,46215,1,75.24,42.9
2023091000,1325,46215,2,75.75,43.2
