game_id,play_id,sep_at_throw,sep_at_arrival,raw_sep_gain,abs_yardline,rec_position,rec_speed,rec_accel,rec_orient,rec_dir,rec_x,rec_y,def_avg_speed,def_avg_x,def_count,down,yards_to_go,defenders_in_the_box,pass_length,pre_snap_home_score,pre_snap_visitor_score,quarter,play_action,pass_location_type_OUTSIDE_LEFT,pass_location_type_OUTSIDE_RIGHT,pass_location_type_UNKNOWN,dropback_type_DESIGNED_ROLLOUT_RIGHT,dropback_type_SCRAMBLE,dropback_type_SCRAMBLE_ROLLOUT_LEFT,dropback_type_SCRAMBLE_ROLLOUT_RIGHT,dropback_type_TRADITIONAL,offense_formation_I_FORM,offense_formation_JUMBO,offense_formation_PISTOL,offense_formation_SHOTGUN,offense_formation_SINGLEBACK,offense_formation_WILDCAT,receiver_alignment_2x1,receiver_alignment_2x2,receiver_alignment_3x0,receiver_alignment_3x1,receiver_alignment_3x2,receiver_alignment_3x3,receiver_alignment_4x0,receiver_alignment_4x1,dropback_type_1_DESIGNED_ROLLOUT_RIGHT,dropback_type_1_SCRAMBLE,dropback_type_1_SCRAMBLE_ROLLOUT_LEFT,dropback_type_1_SCRAMBLE_ROLLOUT_RIGHT,dropback_type_1_TRADITIONAL,team_coverage_man_zone_ZONE_COVERAGE,expected_separation,wos,player_name,time_to_throw,route_of_targeted_receiver_CORNER,route_of_targeted_receiver_CROSS,route_of_targeted_receiver_FLAT,route_of_targeted_receiver_GO,route_of_targeted_receiver_HITCH,route_of_targeted_receiver_IN,route_of_targeted_receiver_OUT,route_of_targeted_receiver_POST,route_of_targeted_receiver_SCREEN,route_of_targeted_receiver_SLANT,route_of_targeted_receiver_WHEEL,exp_sep_xgb,wos_advanced
2023090700,1940,4.544403151129969,6.12133972264242,1.5769365715124515,68.0,WR,0.61,1.22,244.81,271.19,70.33,35.9,1.5114285714285713,58.699999999999996,7,2,10,6,18,14,7,2,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3.0275123762424108,3.0938273464000097,Marvin Jones,3.9,False,False,False,False,False,False,True,False,False,False,False,3.9472742,2.1740655145735728
2023090700,2186,3.6540662281901732,1.575087299167888,-2.078978929022285,103.0,WR,2.65,3.91,244.39,244.89,103.51,37.17,2.8242857142857147,97.50857142857144,7,1,10,7,4,14,7,3,0.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3.73207406777954,-2.1569867686116524,Marvin Jones,1.6,False,False,False,False,True,False,False,False,False,False,False,2.9354112,-1.3603239156606033
2023090700,2306,5.617775360407356,2.2655021518418343,-3.352273208565522,52.0,WR,4.3,4.88,86.15,74.74,53.17,22.67,2.062857142857143,57.957142857142856,7,1,10,7,16,14,7,3,1.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3.687007776067408,-1.4215056242255737,Kadarius Toney,2.6,False,True,False,False,False,False,False,False,False,False,False,4.2341113,-1.9686091572096793
2023090700,2364,1.4140014144264508,1.3631214179228495,-0.05087999650360131,56.0,WR,2.73,5.24,58.36,163.18,55.57,39.12,1.5742857142857143,60.940000000000005,7,3,6,6,4,14,7,3,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3.228906524010827,-1.8657851060879775,Kadarius Toney,2.5,False,True,False,False,False,False,False,False,False,False,False,3.4020338,-2.0389123879243183
2023090700,2487,2.030270917882641,1.8752333188166235,-0.15503759906601733,45.0,WR,2.92,5.18,84.44,86.05,44.15,16.54,1.3571428571428572,50.68714285714286,7,1,10,6,36,14,14,3,0.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,2.6021431402865347,-0.7269098214699112,Justin Watson,4.4,False,False,False,False,False,False,False,True,False,False,False,2.6301267,-0.7548933958897974
2023090700,2510,7.041193080721477,3.5417086272024143,-3.499484453519063,45.0,WR,3.31,4.15,82.37,109.05,44.5,17.58,1.397142857142857,52.53285714285715,7,2,10,6,5,14,14,3,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,3.3283325988849017,0.21337602831751257,Richie James,1.7,False,False,False,False,True,False,False,False,False,False,False,3.299506,0.24220267818202856
2023090700,2613,1.4154857823376357,2.040098036859993,0.6246122545223571,87.0,WR,2.66,2.83,261.07,246.71,88.09,18.17,1.732,80.702,5,2,4,7,18,14,14,3,1.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2.666721345716473,-0.6266233088564803,Amon-Ra St. Brown,3.5,False,False,False,False,False,True,False,False,False,False,False,2.206863,-0.1667648896231615
2023090700,2936,1.9387109119205983,1.8640010729610632,-0.07470983895953509,93.0,WR,1.95,3.63,101.83,91.11,92.98,35.87,1.441428571428571,98.42142857142858,7,2,2,6,5,14,14,3,1.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2.6109812991795707,-0.7469802262185075,Skyy Moore,1.8,False,False,False,False,False,False,False,False,False,True,False,1.8415719,0.022429145890445534
2023090700,2959,4.95452318593828,4.780261499123245,-0.17426168681503462,93.0,WR,3.34,5.27,101.66,104.56,92.28,35.62,1.6014285714285716,98.78571428571429,7,3,2,6,5,14,14,3,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3.167499224362952,1.6127622747602932,Kadarius Toney,2.3,False,True,False,False,False,False,False,False,False,False,False,3.287786,1.492475492195755
2023090700,3032,2.513105648396018,0.509215082258965,-2.003890566137053,85.0,WR,3.23,5.78,268.24,290.47,85.12,38.41,1.335,78.94166666666666,6,1,10,6,4,17,14,3,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2.477097899252105,-1.96788281699314,Amon-Ra St. Brown,2.0,False,False,False,False,False,False,True,False,False,False,False,2.6080751,-2.098860059647773
2023090700,3089,4.612027753602525,4.713650390090466,0.10162263648794134,97.0,WR,4.09,5.91,254.95,273.91,97.08,38.29,1.0885714285714285,90.59142857142857,7,2,22,7,17,17,14,3,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,3.0883997608104874,1.6252506292799787,Kalif Raymond,2.9,False,False,False,False,False,False,False,True,False,False,False,3.3641875,1.349462911071301
2023090700,3114,3.62305120030065,1.1763077828527715,-2.4467434174478786,77.0,WR,2.98,3.32,317.05,8.23,79.7,20.22,1.4585714285714284,72.64857142857143,7,3,2,8,5,17,14,3,1.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,4.013134746303831,-2.8368269634510597,Amon-Ra St. Brown,3.2,False,True,False,False,False,False,False,False,False,False,False,4.2082596,-3.0319517996667598
2023090700,3461,3.2831996588693806,3.422426040106643,0.1392263812372625,33.0,WR,3.8,5.28,102.77,73.4,32.41,37.02,1.3533333333333333,38.171666666666674,6,3,12,6,18,20,14,4,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,2.911757046294765,0.510668993811878,Josh Reynolds,3.1,False,False,False,False,False,True,False,False,False,False,False,3.2861698,0.13625627272688234
2023090700,3566,1.4424978336205565,2.5387004549572265,1.09620262133667,63.0,WR,1.94,3.67,85.7,49.34,62.43,16.72,1.6871428571428573,68.04142857142857,7,1,10,7,15,20,14,4,1.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2.478013369194563,0.06068708576266335,Josh Reynolds,3.8,False,False,False,False,True,False,False,False,False,False,False,2.305958,0.2327424223491943
2023090700,361,2.210701246211254,2.538759539617722,0.32805829340646797,22.0,WR,3.6,3.79,50.01,38.22,21.54,38.89,2.3183333333333334,29.851666666666663,6,3,7,6,5,0,0,1,0.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3.622853488519004,-1.0840939489012822,Marvin Jones,5.1,False,False,False,False,True,False,False,False,False,False,False,3.1510298,-0.6122702855928495
2023090700,3674,4.087542048713392,1.6665233271694684,-2.4210187215439243,85.0,WR,3.17,5.83,273.12,257.88,85.03,9.55,1.5714285714285712,80.24714285714285,7,1,10,8,6,20,21,4,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3.3926749307564155,-1.726151603586947,Justyn Ross,1.6,False,False,False,False,True,False,False,False,False,False,False,3.6412163,-1.9746929509067035
2023090700,3912,6.957707955929165,6.217595998454708,-0.7401119574744577,65.0,WR,4.18,5.08,272.02,278.52,66.12,18.26,1.9171428571428575,58.547142857142845,7,1,10,6,19,20,21,4,1.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,4.046385468423759,2.1712105300309483,Kadarius Toney,3.8,False,True,False,False,False,False,False,False,False,False,False,4.568725,1.6488708893543658
2023090700,3971,5.670811229445046,1.6249615380063627,-4.045849691438683,75.0,WR,2.88,5.97,286.54,290.32,76.38,21.22,2.788571428571429,68.54857142857144,7,2,20,6,7,20,21,4,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3.832929888649652,-2.2079683506432897,Skyy Moore,2.8,False,False,False,False,True,False,False,False,False,False,False,3.418287,-1.793325500796738
2023090700,3994,3.7278009603518263,3.224903099319419,-0.5028978610324071,75.0,WR,3.54,4.58,270.27,289.15,74.99,21.08,1.3539999999999999,66.61800000000001,5,3,20,6,20,20,21,4,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2.243335874183218,0.9815672251362013,Rashee Rice,3.3,False,True,False,False,False,False,False,False,False,False,False,2.6376197,0.5872833655089944
2023090700,4041,0.575673518584968,0.7029224708316001,0.12724895224663213,80.0,WR,3.43,4.91,258.48,256.69,80.22,39.01,1.0414285714285714,65.08571428571429,7,4,25,3,25,20,21,4,0.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3.669096059875814,-2.9661735890442142,Justin Watson,6.7,True,False,False,False,False,False,False,False,False,False,False,3.3412552,-2.6383327171566813
2023090700,436,2.7585684693333254,2.574975728040949,-0.18359274129237635,31.0,WR,2.82,5.22,72.97,49.82,30.03,36.41,1.4066666666666665,38.24666666666666,6,2,9,6,6,0,0,1,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.345141924803608,0.22983380323734126,Amon-Ra St. Brown,2.0,False,False,False,False,False,False,False,False,False,True,False,1.7841005,0.7908751955092108
2023090700,461,4.32134238402837,4.07505828179181,-0.24628410223655983,44.0,WR,3.52,6.06,76.4,113.11,43.74,16.15,1.8057142857142858,49.81571428571429,7,1,10,7,13,0,0,1,1.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3.8240880354251523,0.25097024636665743,Josh Reynolds,2.3,False,False,False,False,False,False,False,True,False,False,False,3.5629084,0.5121498707658088
2023090700,530,3.341766000186132,2.3008042072284214,-1.0409617929577104,86.0,WR,2.33,3.98,84.72,102.97,85.7,19.18,1.53,92.00428571428571,7,1,10,6,4,0,0,1,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,3.3985719174483133,-1.097767710219892,Amon-Ra St. Brown,2.0,False,False,False,False,False,False,True,False,False,False,False,3.0943606,-0.7935563827526577
2023090700,621,1.4046351839534763,1.6787197502859137,0.2740845663324374,101.0,WR,1.98,3.4,101.96,120.87,99.66,35.73,1.1985714285714286,104.58714285714287,7,3,6,5,3,0,0,1,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0856588102725144,-0.40693905998660074,Amon-Ra St. Brown,2.9,False,True,False,False,False,False,False,False,False,False,False,2.523184,-0.8444643107645013
2023090700,736,2.0646065000382046,2.2182200071228295,0.15361350708462496,83.0,WR,2.53,4.65,249.2,221.89,84.71,33.74,1.445,78.33666666666666,6,3,8,6,18,0,7,1,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2.01403491998938,0.20418508713344963,Justin Watson,3.1,True,False,False,False,False,False,False,False,False,False,False,2.4078846,-0.1896645906554908
2023090700,877,5.417933185265399,6.252615452752555,0.8346822674871559,71.0,WR,3.3,5.37,82.38,70.37,70.86,12.5,2.5100000000000002,76.24333333333333,6,2,5,7,13,0,7,2,1.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,3.911694304012773,2.340921148739782,Marquez Valdes-Scantling,3.4,False,False,False,False,True,False,False,False,False,False,False,3.6706076,2.582007885919059
2023090700,902,3.446461953946398,1.5882380174268642,-1.8582239365195339,85.0,WR,1.2,3.87,111.91,119.15,83.71,33.68,1.3728571428571428,89.50857142857144,7,1,10,6,4,0,7,2,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2.3341880274110776,-0.7459500099842133,Rashee Rice,3.2,False,False,False,False,True,False,False,False,False,False,False,2.456655,-0.8684170080553135
2023091000,1046,6.886254424576538,3.5970682506730385,-3.289186173903499,95.0,WR,3.82,4.92,269.72,266.05,94.0,43.27,1.7842857142857145,85.71714285714286,7,3,10,5,9,7,0,2,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,3.161890007043676,0.4351782436293625,Mack Hollins,1.7,False,False,False,False,False,False,False,False,False,True,False,2.7414932,0.8555750255753822
2023091000,1300,1.8287974190707892,1.7875122377203436,-0.041285181350445566,66.0,WR,1.97,2.79,101.27,52.94,64.51,35.95,0.8985714285714286,72.87714285714286,7,2,11,6,3,7,0,2,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,3.183052954258694,-1.3955407165383502,Adam Thielen,2.3,False,False,False,False,False,True,False,False,False,False,False,3.2048686,-1.417356317348626
2023091000,1325,1.1801694793545543,1.892828571212934,0.7126590918583797,69.0,WR,1.94,3.27,84.35,59.37,67.95,38.29,1.5457142857142858,74.63571428571429,7,3,8,5,9,7,0,2,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.0048385043695207,-0.1120099331565867,Jonathan Mingo,2.7,False,False,False,False,False,False,True,False,False,False,False,2.280184,-0.3873554593199029
2023091000,1599,6.453169763767259,4.268254912724871,-2.1849148510423886,88.0,WR,3.9,4.68,268.18,269.01,86.73,20.54,1.9157142857142855,80.48714285714286,7,2,23,6,11,7,7,2,1.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,4.358195599763877,-0.08994068703900648,Mack Hollins,2.9,False,False,False,False,True,False,False,False,False,False,False,3.2023094,1.065945542683977
2023091000,1697,1.759346469573294,0.8705170877128189,-0.8888293818604752,27.0,WR,2.46,4.24,83.99,29.79,26.32,44.78,0.6471428571428571,32.707142857142856,7,1,10,6,16,7,7,2,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,2.947479263926015,-2.076962176213196,Terrace Marshall Jr.,2.4,False,False,False,True,False,False,False,False,False,False,False,2.4303358,-1.5598186724037584
2023091000,1720,0.5824087911424429,0.4459820624195538,-0.13642672872288913,27.0,WR,1.81,4.26,90.66,102.21,25.61,9.35,0.6557142857142858,32.93857142857143,7,2,10,6,11,7,7,2,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3.0299460462475936,-2.5839639838280397,Jonathan Mingo,2.7,False,False,False,False,True,False,False,False,False,False,False,2.665956,-2.2199739579356708
2023091000,1743,0.4455333881989106,0.4390899680020046,-0.006443420196905969,27.0,WR,2.25,3.95,105.25,78.93,25.89,13.98,1.34,32.752857142857145,7,3,10,6,16,7,7,2,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3.0003832773716046,-2.5612933093696,Jonathan Mingo,3.1,False,False,False,False,False,True,False,False,False,False,False,3.1814692,-2.742379234039621
2023091000,185,3.8686560974064355,1.9376790239872044,-1.930977073419231,66.0,WR,4.37,4.82,299.66,259.25,65.04,33.64,1.3783333333333332,60.276666666666664,6,2,6,7,11,0,0,1,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,3.177938290795202,-1.2402592668079975,Terrace Marshall Jr.,2.3,False,False,False,False,False,True,False,False,False,False,False,2.6444426,-0.7067635343013698
2023091000,2101,2.7100737997331366,1.2206555615733692,-1.4894182381597674,43.0,WR,3.46,5.35,257.71,285.29,43.83,35.96,1.0485714285714285,39.19714285714286,7,3,10,6,8,7,7,3,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,3.0784692987405027,-1.8578137371671335,Jonathan Mingo,2.6,False,False,False,False,True,False,False,False,False,False,False,2.6509671,-1.4303115595508984
2023091000,2389,1.3393281898026315,1.8435292240699657,0.5042010342673342,70.0,WR,3.0,4.92,265.94,224.18,70.36,40.74,1.1300000000000001,65.39714285714287,7,3,6,6,11,7,10,3,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1.876179394829466,-0.032650170759500385,Terrace Marshall Jr.,2.7,False,False,False,False,False,True,False,False,False,False,False,1.7266575,0.1168717142661937
2023091000,3078,2.0500975586542243,1.6191973320136128,-0.43090022664061145,46.0,WR,2.79,5.22,104.61,94.52,45.53,16.14,1.3285714285714285,53.61142857142857,7,1,10,6,44,17,10,4,1.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,2.606455714609464,-0.9872583825958512,Terrace Marshall Jr.,4.0,False,False,False,True,False,False,False,False,False,False,False,2.197359,-0.578161753069395
2023091000,3369,1.1661903789690606,1.3594484175576516,0.19325803858859092,11.0,WR,1.68,2.92,75.83,124.35,10.61,42.12,0.6428571428571429,18.042857142857144,7,1,10,5,43,17,10,4,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,1.9817274628578043,-0.6222790453001528,Jonathan Mingo,3.3,False,False,False,True,False,False,False,False,False,False,False,1.6426429,-0.2831944380865745
2023091000,3421,0.4742362280551763,1.070046727951633,0.5958104998964567,13.0,WR,3.2,3.73,134.54,123.6,13.32,9.51,0.8314285714285715,18.472857142857144,7,3,8,5,7,17,10,4,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1.9476087565447746,-0.8775620285931416,Terrace Marshall Jr.,2.4,False,False,False,False,True,False,False,False,False,False,False,1.4640262,-0.3939794847406277
2023091000,3486,5.389703145814246,3.775248336202536,-1.61445480961171,65.0,WR,4.69,4.77,270.72,288.01,64.0,34.82,1.4814285714285713,57.85,7,2,9,6,10,17,10,4,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,3.0235166038868964,0.7517317323156396,Mack Hollins,1.9,False,False,False,False,False,False,True,False,False,False,False,2.6595194,1.1157289022273162
2023091000,4155,2.079639391817726,2.7487087877765477,0.6690693959588216,72.0,WR,2.07,2.34,101.89,148.12,69.8,19.88,0.9083333333333333,80.61166666666666,6,3,5,5,6,24,10,4,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2.0110981293673946,0.7376106584091531,Adam Thielen,2.5,False,False,False,False,False,False,False,False,False,True,False,1.981469,0.7672397526279271
2023091000,927,3.601846748544419,5.731963014535248,2.130116265990829,95.0,WR,2.87,3.48,299.04,293.26,94.57,19.32,1.7516666666666667,87.90499999999999,6,1,10,7,6,7,0,2,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.3253948486562095,3.4065681658790385,Drake London,1.8,False,False,False,False,True,False,False,False,False,False,False,2.288081,3.443882083825409
2023091001,1042,8.012496489858824,6.56326900256268,-1.4492274872961444,82.0,WR,3.39,5.14,352.42,261.54,81.8,15.42,1.3042857142857145,74.53857142857143,7,2,7,7,19,7,0,1,1.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,3.279384863418224,3.283884139144456,Nico Collins,3.0,False,False,False,True,False,False,False,False,False,False,False,3.3366792,3.226589782363095
